"","agency_name","agency_title","person","employer","start_date","end_date","title","firm_conservative_score","bachelors","masters","law","doctorate","law_rank","law_conservative_score","federalist_society","heritage_foundation"
"145","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","J. Jay Lobell",2017,NA,"Legal Services",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"146","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","Meridian Capital Group",2017,NA,"Legal Services",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"147","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","New York City Patrolmen's Benevolent Association",2017,NA,"Legal Services",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"148","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","Nord Capital Advisors",2017,NA,"Legal Services",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"149","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","Takata Corporation",2017,NA,"Legal Services",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"150","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","Thru, Inc.",2017,NA,"Legal Services",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"151","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","Dechert LLP",2017,NA,"Partner",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"152","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","S.E. 2012 Family Trust 1",2017,NA,"Co-Trustee",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"153","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","Family Trust 2",2017,NA,"Co-trustee",NA,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"154","Justice","Assistant Attorney General for the Civil Division","Joseph H. Hunt","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Justice","Attorney General","William P. Barr","",2019,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Justice","Attorney General","William P. Barr","Aggregate Industries Mgmt Inc",2018,2013,"Board Member",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Justice","Assistant Attorney General for the National Security Division","John C. Demers","Boeing Company",NA,NA,"Vice President and Assistant General Counsel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Justice","Assistant Attorney General for the Antitrust Division","Makan Delrahim","Brownstein Hyatt Farber Schreck LLP",2017,NA,"Partner in Law Firm",-0.44,"University of California Los Angeles","John Hopkins University","George Washington University",NA,21,-0.841,1,NA
"159","Justice","Assistant Attorney General for the Antitrust Division","Makan Delrahim","Brownstein Hyatt Farber Schreck LLP",2017,NA,"Partner/Shareh older",-0.44,"University of California Los Angeles","John Hopkins University","George Washington University",NA,21,-0.841,1,NA
"160","Justice","Assistant Attorney General for the Antitrust Division","Makan Delrahim","Brownstein Hyatt Farber Schreck LLP",2005,NA,"Shareholder",-0.44,"University of California Los Angeles","John Hopkins University","George Washington University",NA,21,-0.841,1,NA
"161","Justice","Principal Deputy Solicitor General","Noel Francisco","Cooper, Carvin & Rosenthal PLLC",1998,2001,"Associate",NA,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"162","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","Dechert LLP",2017,NA,"Legal Services",-0.455,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"163","Justice","Assistant Attorney General for the Office of the Legal Counsel","Steven A. Engel","Dechert LLP",2017,NA,"Partner",-0.455,"Harvard University","University of Cambridge","Yale University",NA,1,-0.913,1,NA
"164","Justice","Assistant Attorney General for the Civil Division","Joseph H. Hunt","Department of Justice",1999,2001,"Trial attorney",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Justice","Attorney General","William P. Barr","Dominion Energy Inc",2009,2019,"Board Member",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Justice","Attorney General","William P. Barr","Dominion Resources Inc",2009,2017,"Board Member",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Justice","Assistant Attorney General for the National Security Division","John C. Demers","F. & G. Family Irrevocable Trust",NA,NA,"Trustee",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Justice","Assistant Attorney General for the National Security Division","John C. Demers","Family Revocable Trust 1",NA,NA,"Trustee",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Justice","Assistant Attorney General for the Environment and Natural Resources Division","Jeffrey Bossert Clark","Federalist Society",NA,NA,"Chair of Environment and Property Rights Practice Group",NA,"Harvard University","University of Delaware","Georgetown University",NA,15,-0.821,1,1
"170","Justice","Assistant Attorney General for the Civil Rights Division","Eric S. Dreiband","Federalist Society",NA,NA,"Chair Regulatory Reform Project",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,"Jeffrey A. Rosen","Georgetown University Law Center",1996,2003,"Adjunct Professor",NA,"Northwestern University",NA,"Harvard University",NA,1,-0.816,NA,NA
"172","Justice","Assistant Attorney General for the National Security Division","John C. Demers","Georgetown University Law Center",NA,NA,"Adjunt Professor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Justice","Attorney General","William P. Barr","Gte Corp",1997,2000,"Exec VP / General Counsel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Justice","Attorney General","William P. Barr","Gte Corp",1994,1997,"Senior VP / General Counsel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Justice","Attorney General","Jefferson B. Sessions","Guin Bouldin & Porch",NA,NA,"Attorney",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Justice","Attorney General","William P. Barr","Holcim US Inc",2008,2013,"Board Member",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","Justice","Principal Deputy Solicitor General","Noel Francisco","Jones Day LLP",2017,NA,"legal services to firm clients, management of Government Regulations Group",-0.213,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"178","Justice","Principal Deputy Solicitor General","Noel Francisco","Jones Day LLP",2005,2008,"Of Counsel",-0.213,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"179","Justice","Assistant Attorney General for the Civil Rights Division","Eric S. Dreiband","Jones Day LLP",NA,NA,"Partner",-0.213,NA,NA,NA,NA,NA,NA,NA,NA
"180","Justice","Principal Deputy Solicitor General","Noel Francisco","Jones Day LLP",2017,NA,"Partner",-0.213,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"181","Justice","Principal Deputy Solicitor General","Noel Francisco","Jones Day LLP",2008,2017,"Partner",-0.213,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"182","Justice","Assistant Attorney General for the Civil Rights Division","Eric S. Dreiband","Jones Day LLP",NA,NA,"Partner at Jones Day",-0.213,NA,NA,NA,NA,NA,NA,NA,NA
"183","Justice","Deputy Attorney General","Rod J. Rosenstein","King & Spalding LLP",2020,NA,"Partner",-0.097,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"184","Justice","Assistant Attorney General for the Civil Division","Joseph H. Hunt","King & Spalding LLP",NA,1999,"Partner",-0.097,NA,NA,NA,NA,NA,NA,NA,NA
"185","Justice","Assistant Attorney General for the Office of Legal Policy","Beth Ann Williams","Kirkland & Ellis",2006,2010,"Associate",NA,"Harvard University",NA,"Harvard University",NA,1,-0.816,1,1
"186",NA,NA,"Jeffrey A. Rosen","Kirkland & Ellis",1982,2003,"Attorney",-0.363,"Northwestern University",NA,"Harvard University",NA,1,-0.816,NA,NA
"187","Justice","Assistant Attorney General for the Environment and Natural Resources Division","Jeffrey Bossert Clark","Kirkland & Ellis",NA,NA,"I am a law firm partner at Kirkland & Ellis LLP LLP.",-0.363,"Harvard University","University of Delaware","Georgetown University",NA,15,-0.821,1,1
"188","Justice","Assistant Attorney General for the Office of Legal Policy","Beth Ann Williams","Kirkland & Ellis",2017,NA,"Legal services",-0.363,"Harvard University",NA,"Harvard University",NA,1,-0.816,1,1
"189","Justice","Assistant Attorney General for the Environment and Natural Resources Division","Jeffrey Bossert Clark","Kirkland & Ellis",NA,NA,"legal services",-0.363,"Harvard University","University of Delaware","Georgetown University",NA,15,-0.821,1,1
"190","Justice","Assistant Attorney General for the Office of Legal Policy","Beth Ann Williams","Kirkland & Ellis",2017,NA,"Partner",-0.363,"Harvard University",NA,"Harvard University",NA,1,-0.816,1,1
"191","Justice","Assistant Attorney General for the Office of Legal Policy","Beth Ann Williams","Kirkland & Ellis",2010,2017,"Partner",-0.363,"Harvard University",NA,"Harvard University",NA,1,-0.816,1,1
"192","Justice","Assistant Attorney General for the Criminal Division","Brian Allen Benczkowski","Kirkland & Ellis",NA,NA,"Partner",-0.363,NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,NA,"Jeffrey A. Rosen","Kirkland & Ellis",NA,NA,"Partner",-0.363,"Northwestern University",NA,"Harvard University",NA,1,-0.816,NA,NA
"194","Justice","Assistant Attorney General for the Environment and Natural Resources Division","Jeffrey Bossert Clark","Kirkland & Ellis",NA,NA,"Partner",-0.363,"Harvard University","University of Delaware","Georgetown University",NA,15,-0.821,1,1
"195",NA,NA,"Jeffrey A. Rosen","Kirkland & Ellis",2009,2017,"Senior Partner",-0.363,"Northwestern University",NA,"Harvard University",NA,1,-0.816,NA,NA
"196","Justice","Attorney General","William P. Barr","Kirkland & Ellis",2017,2019,"Of Counsel",-0.363,NA,NA,NA,NA,NA,NA,NA,NA
"197","Justice","Attorney General","William P. Barr","Kirkland & Ellis",2009,2009,"Of Counsel",-0.363,NA,NA,NA,NA,NA,NA,NA,NA
"198","Justice","Attorney General","William P. Barr","Och-Ziff Capital Management Group LLC",2016,2018,"Board Member",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Justice","Assistant Attorney General for the Civil Division","Joseph H. Hunt","Office of Legal Policy",2017,2018,"Senior Advisor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Justice","Assistant Attorney General for the Civil Division","Joseph H. Hunt","Office of the United States Attorney General",2017,2017,"Chief of Staff",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Justice","Assistant Attorney General for the Civil Division","Joseph H. Hunt","Office of the United States Deputy Attorney General",2002,NA,"Director Federal Programs Branch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Justice","Assistant Attorney General for the Civil Division","Joseph H. Hunt","Office of the United States Deputy Attorney General",2001,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Justice","Assistant Attorney General for the Antitrust Division","Makan Delrahim","Patton Boggs LLP",1995,1998,"Associate",-0.279,"University of California Los Angeles","John Hopkins University","George Washington University",NA,21,-0.841,1,NA
"204","Justice","Assistant Attorney General for the National Security Division","John C. Demers","Paulding LLC",NA,NA,"Agent",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Justice","Assistant Attorney General for the Antitrust Division","Makan Delrahim","Pepperdine University School of Law",2011,NA,"Adjunct Professor",NA,"University of California Los Angeles","John Hopkins University","George Washington University",NA,21,-0.841,1,NA
"206","Justice","Attorney General","William P. Barr","Shaw Pittman LLP",1978,1982,"Associate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Justice","Attorney General","William P. Barr","Shaw Pittman LLP",1993,1994,"Partner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Justice","Attorney General","William P. Barr","Shaw Pittman LLP",1984,1989,"Partner",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Justice","Attorney General","Jefferson B. Sessions","State of Alabama",1995,1997,"Attorney General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Justice","Attorney General","Jefferson B. Sessions","Stockman & Bedsole",NA,NA,"Attorney",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Justice","Principal Deputy Solicitor General","Noel Francisco","The White House",2001,2001,"Assistant Counsel to the President",NA,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"212","Justice","Principal Deputy Solicitor General","Noel Francisco","The White House",2001,2003,"Associate Counsel to the President",NA,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"213",NA,NA,"Jeffrey A. Rosen","The White House",2006,2009,"General Counsel",NA,"Northwestern University",NA,"Harvard University",NA,1,-0.816,NA,NA
"214","Justice","Attorney General","William P. Barr","The White House",1982,1983,"Staff",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Justice","Attorney General","William P. Barr","Time Warner Inc",2009,2018,"Board Member",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Justice","Attorney General","Jefferson B. Sessions","United States Army Reserve",1973,1986,"Captain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Justice","Deputy Attorney General","Rod J. Rosenstein","United States Attorney's Office for the District of Maryland",1997,2001,"Assistant US Attorney",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"218","Justice","Deputy Attorney General","Rod J. Rosenstein","United States Attorney's Office for the District of Maryland",2005,2017,"Attorney",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"219","Justice","Attorney General","Jefferson B. Sessions","United States Attorney's Office for the Southern District of Alabama",1975,1977,"Assistant Attorney",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Justice","Attorney General","Jefferson B. Sessions","United States Attorney's Office for the Southern District of Alabama",1981,1993,"US Attorney",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Justice","Principal Deputy Solicitor General","Noel Francisco","United States Court of Appeal for the Fourth Circuit",1996,1997,"Law Clerk",NA,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"222","Justice","Deputy Attorney General","Rod J. Rosenstein","United States Court of Appeals for the District of Columbia Circuit",NA,NA,"Law Clerk",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"223","Justice","Assistant Attorney General for the Office of Legal Policy","Beth Ann Williams","United States Court of Appeals for the Second Circuit",2004,2005,"Law Clerk",NA,"Harvard University",NA,"Harvard University",NA,1,-0.816,1,1
"224","Justice","Principal Deputy Solicitor General","Noel Francisco","United States Department of Justice",2017,2017,"Acting / Principal Deputy Solicitor General",NA,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"225","Justice","Attorney General","William P. Barr","United States Department of Justice",1991,1993,"Attorney General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",NA,NA,"Stephen Boyd","United States Department of Justice",NA,NA,"Chief of Staff",NA,"University of Alabama",NA,"University of Alabama",NA,24,0.066,1,NA
"227","Justice","Deputy Attorney General","Rod J. Rosenstein","United States Department of Justice",1993,1994,"Counsel",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"228","Justice","Assistant Attorney General for the Antitrust Division","Makan Delrahim","United States Department of Justice",2003,2005,"Deputy Assistant Attorney General",NA,"University of California Los Angeles","John Hopkins University","George Washington University",NA,21,-0.841,1,NA
"229","Justice","Principal Deputy Solicitor General","Noel Francisco","United States Department of Justice",2003,2005,"Deputy Assistant Attorney General",NA,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"230","Justice","Deputy Attorney General","Rod J. Rosenstein","United States Department of Justice",2017,2019,"Deputy Attorney General",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"231","Justice","Attorney General","William P. Barr","United States Department of Justice",1989,1991,"Deputy Attorney General",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Justice","Deputy Attorney General","Rod J. Rosenstein","United States Department of Justice",1990,1993,"Honors Attorney",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"233","Justice","Deputy Attorney General","Rod J. Rosenstein","United States Department of Justice",2001,2005,"Principal Deputy Assistant Attorney General",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"234","Justice","Principal Deputy Solicitor General","Noel Francisco","United States Department of Justice",2017,NA,"Senior Advisor",NA,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"235","Justice","Deputy Attorney General","Rod J. Rosenstein","United States Department of Justice",1994,1995,"Special Assistant",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"236",NA,NA,"Jeffrey A. Rosen","United States Department of Transportation",NA,2019,"Deputy Secretary",NA,"Northwestern University",NA,"Harvard University",NA,1,-0.816,NA,NA
"237",NA,NA,"Jeffrey A. Rosen","United States Department of Transportation",2003,2006,"General Counsel",NA,"Northwestern University",NA,"Harvard University",NA,1,-0.816,NA,NA
"238","Justice","Attorney General","William P. Barr","United States of America",1973,1977,"Assistant Legal Counsel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Justice","Assistant Attorney General for the Antitrust Division","Makan Delrahim","United States Senate",2000,2003,"Chief of Staff",NA,"University of California Los Angeles","John Hopkins University","George Washington University",NA,21,-0.841,1,NA
"240",NA,NA,"Stephen Boyd","United States Senate",NA,NA,"Chief of Staff",NA,"University of Alabama",NA,"University of Alabama",NA,24,0.066,1,NA
"241","Justice","Attorney General","Jefferson B. Sessions","United States Senate",1997,2017,"Senator Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Justice","Assistant Attorney General for the Office of Legal Policy","Beth Ann Williams","United States Senate",2005,2006,"Special Counsel",NA,"Harvard University",NA,"Harvard University",NA,1,-0.816,1,1
"243","Justice","Principal Deputy Solicitor General","Noel Francisco","United States Supreme Court",1997,1998,"Law Clerk",NA,"University of Chicago",NA,"University of Chicago",NA,4,-0.833,1,1
"244","Justice","Deputy Attorney General","Rod J. Rosenstein","University of Baltimore School of Law",NA,NA,"Adjunct Professor",NA,"University of Pennsylvania",NA,"Harvard University",NA,1,-0.816,1,1
"245","Justice","Attorney General","William P. Barr","Verizon Communications",2000,2008,"Exec VP / General Counsel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Justice","Assistant Attorney General for the Civil Division","Joseph H. Hunt","White & Case",NA,NA,"Attorney",-0.494,NA,NA,NA,NA,NA,NA,NA,NA
