item,itemLabel,class,classLabel,sex_or_gender,sex_or_genderLabel,date_of_birth,place_of_birth,place_of_birthLabel,occupation,occupationLabel,educated_at,educated_atLabel
http://www.wikidata.org/entity/Q55584793,G. Zachary Terwilliger,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1985-01-01T00:00:00Z,http://www.wikidata.org/entity/Q61,"Washington, D.C.",http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q8003845,William & Mary School of Law
http://www.wikidata.org/entity/Q55584793,G. Zachary Terwilliger,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1985-01-01T00:00:00Z,http://www.wikidata.org/entity/Q61,"Washington, D.C.",http://www.wikidata.org/entity/Q758225,attorney at law,http://www.wikidata.org/entity/Q8003845,William & Mary School of Law
http://www.wikidata.org/entity/Q55584793,G. Zachary Terwilliger,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1985-01-01T00:00:00Z,http://www.wikidata.org/entity/Q61,"Washington, D.C.",http://www.wikidata.org/entity/Q883231,law clerk,http://www.wikidata.org/entity/Q8003845,William & Mary School of Law
http://www.wikidata.org/entity/Q55584805,Nicholas A. Trutanich,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q129421,"University of California, Davis"
http://www.wikidata.org/entity/Q55584805,Nicholas A. Trutanich,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q846101,Georgetown University Law Center
http://www.wikidata.org/entity/Q56284262,Larry Keefe,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1961-12-30T00:00:00Z,http://www.wikidata.org/entity/Q1087169,Fort Dix,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q501758,University of Florida
http://www.wikidata.org/entity/Q56284262,Larry Keefe,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1961-12-30T00:00:00Z,http://www.wikidata.org/entity/Q1087169,Fort Dix,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q5499390,Fredric G. Levin College of Law
http://www.wikidata.org/entity/Q56284266,John C. Milhiser,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q258943,James Madison University
http://www.wikidata.org/entity/Q56284266,John C. Milhiser,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q7895523,University of Illinois College of Law
http://www.wikidata.org/entity/Q58008030,Aaron L. Weisman,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1965-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q49119,Brandeis University
http://www.wikidata.org/entity/Q58008030,Aaron L. Weisman,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1965-01-01T00:00:00Z,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q11093399,Benjamin N. Cardozo School of Law
http://www.wikidata.org/entity/Q58972555,Craig Carpenito,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1973-08-01T00:00:00Z,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q3551664,Rider University
http://www.wikidata.org/entity/Q58972555,Craig Carpenito,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1973-08-01T00:00:00Z,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q7456791,Seton Hall University School of Law
http://www.wikidata.org/entity/Q61750281,Michael G. Bailey,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q3444458,Westmont College
http://www.wikidata.org/entity/Q61750281,Michael G. Bailey,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q7416583,Sandra Day O'Connor College of Law
http://www.wikidata.org/entity/Q61941673,Timothy J. Downing,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q640652,University of Oklahoma
http://www.wikidata.org/entity/Q61941673,Timothy J. Downing,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q3121493,Oral Roberts University
http://www.wikidata.org/entity/Q63700125,William D. Hyslop,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1951-01-01T00:00:00Z,http://www.wikidata.org/entity/Q187805,Spokane,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q597236,Washington State University
http://www.wikidata.org/entity/Q64747678,W. Stephen Muldrow,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1964-06-15T00:00:00Z,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q167049,Washington College of Law
http://www.wikidata.org/entity/Q66448890,David M. DeVillers,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q5035683,Capital University Law School
http://www.wikidata.org/entity/Q66819535,Grant C. Jaquith,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,,,,http://www.wikidata.org/entity/Q40348,lawyer,http://www.wikidata.org/entity/Q5499390,Fredric G. Levin College of Law
http://www.wikidata.org/entity/Q87001091,Peter M. McCoy Jr.,http://www.wikidata.org/entity/Q5,human,http://www.wikidata.org/entity/Q6581097,male,1978-08-20T00:00:00Z,http://www.wikidata.org/entity/Q47716,Charleston,http://www.wikidata.org/entity/Q40348,lawyer,,
